name,price_x,release_date,review_no,review_type,tags,description,Release_date,releasedate,copiessold,price_y,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
Shikhondo: Youkai Rampage,6.99,2024-04-17,29.0,Mostly Positive,"Action,Arcade,Bullet Hell,Shoot 'Em Up,Top-Down Shooter,2D,Anime,Colorful,Top-Down,Fantasy,Controller,Indie,Casual,Female Protagonist,Linear,PvE,Adventure,Singleplayer","Popular vertically scrolling shoot'em up game Shikhondo is back and powered up! One day, the soul-starved Youkai escape from the depths of hell. Now, the story of the Grim Reaper and the girl who has fallen into this land begins!",2024-04-17,,,,,,,,,,
Shin Megami Tensei V: Vengeance,,,,,,,,13-06-2024,141306.0,59.99,7629252.0,34.25849627863547,96.0,AA,SEGA,ATLUS,1875830.0
Shin Megami Tensei V: Vengeance - Demon Subquest - Holy Will and Profane Dissent,4.99,2024-06-14,31.0,Positive,"RPG,Action,Adventure,JRPG,Action RPG,Story Rich,Demons,Choices Matter,Exploration,3D,Anime,Third Person,Atmospheric,Dark,Destruction,Philosophical,Post-apocalyptic,Conversation,Multiple Endings,Singleplayer","Additional content that will grant access to the demon subquest ""Holy Will and Profane Dissent"".",2024-06-14,,,,,,,,,,
Shin Megami Tensei V: Vengeance - Demon Subquest - Sakura Cinders of the East,4.99,2024-06-14,37.0,Positive,"RPG,Action,Adventure,JRPG,Action RPG,Story Rich,Demons,Choices Matter,Exploration,3D,Anime,Third Person,Atmospheric,Dark,Destruction,Philosophical,Post-apocalyptic,Conversation,Multiple Endings,Singleplayer","Additional content that will grant access to the demon subquest  ""Sakura Cinders of the East"".",2024-06-14,,,,,,,,,,
Shin Megami Tensei V: Vengeance - Mitama Dance of EXP,2.99,2024-06-14,12.0,Positive,"RPG,Action,Adventure,JRPG,Action RPG,Story Rich,Demons,Choices Matter,Exploration,3D,Anime,Third Person,Atmospheric,Dark,Destruction,Philosophical,Post-apocalyptic,Conversation,Multiple Endings,Singleplayer","Additional downloadable content that increases the spawn rate of ""Kushi Mitama"", demons that drop items that give the protagonist EXP, and ""Ara Mitama,"" demons that drop items that give ally demons EXP.",2024-06-14,,,,,,,,,,
Shin Megami Tensei V: Vengeance - Mitama Dance of Wealth,2.99,2024-06-14,10.0,Mostly Positive,"RPG,Action,Adventure,JRPG,Action RPG,Story Rich,Demons,Choices Matter,Exploration,3D,Anime,Third Person,Atmospheric,Dark,Destruction,Philosophical,Post-apocalyptic,Conversation,Multiple Endings,Singleplayer","Additional downloadable content that increases the spawn rate of ""Saki Mitama"", demons that drop items that can be sold for Macca.",2024-06-14,,,,,,,,,,
Shiness: The Lightning Kingdom,1.12,2017-04-18,267.0,Mixed,"RPG,Adventure,Action,Indie,Anime,Fighting,Great Soundtrack,Fantasy,Open World,Action RPG,JRPG,Singleplayer","Shiness is an Action-RPG developed by indie development studio Enigami, which will let you travel in a captivating universe doomed to destruction ever since the fragmentation of the planet Mahera...",2017-04-18,,,,,,,,,,
Ship Graveyard Simulator,6.99,2021-11-10,1413.0,Mixed,"Simulation,Indie,Naval,Action,Exploration,Relaxing,Singleplayer,Sandbox,Destruction,Inventory Management,Atmospheric,Strategy,Physics,Realistic,First-Person,Management,Education,Crafting,Adventure,Life Sim",Visit the largest ship graveyard in the world. A dozen kilometers of beach filled with wrecks. Hundreds of ships wrecked on the coast. Thousands of tons of steel. Choose the most valuable ship for you and start the adventure. Play as one of the workers during the most dangerous work in the world!,2021-11-10,,,,,,,,,,
Ship Graveyard Simulator - Submarines DLC,2.49,2022-05-25,26.0,Mixed,"Simulation,Casual,Strategy,Action,Adventure,Indie,Singleplayer,Management,Family Friendly,Destruction,Action-Adventure,Atmospheric",Graveyard Simulator - Submarines DLC brings a new and exciting addition to the game we know and love. Have you already disassembled all the ships on the sandy beach? Then now it’s time to put your skills to test with submarines!,2022-05-25,,,,,,,,,,
Ship Graveyard Simulator 2,15.99,2023-08-16,1782.0,Very Positive,"Simulation,Destruction,Multiplayer,Online Co-Op,Exploration,Management,Realistic,Building,First-Person,Indie,Action,Relaxing,Casual,Sandbox,Inventory Management,Atmospheric,Family Friendly,Adventure,Crafting,Education","Dust off your torch and hammer - it's time to get back to work, you have a new job to do. Visit the new beach coast with the largest, biggest ship graveyard in the world, dismantle huge ship parts and collect tons of precious steel. Roll up your sleeves, it's time to get back to the business.",2023-08-16,,,,,,,,,,
Ship Graveyard Simulator 2 - Steel Giants DLC,3.99,2024-03-11,51.0,Mostly Positive,"Simulation,Indie,Casual,Action,Destruction,Exploration,Management,Realistic,Building,First-Person,Relaxing,Adventure,Sandbox,Inventory Management,Atmospheric,Family Friendly,Crafting,Education,Action-Adventure,Naval",The new MASSIVE challenge is waiting! Grab your hammer and get ready to dismantle the new colossi in Steel Giants DLC!,2024-03-11,,,,,,,,,,
Ship Graveyard Simulator 2 - Submarines DLC,4.49,2024-06-19,41.0,Mostly Positive,"Simulation,Action,Adventure,Casual,Indie","Submarines DLC gets you a new challenge awaiting you. Submarines, which bring many new challenges and possibilities! Get ready to smash some Submarines!",2024-06-19,,,,,,,,,,
Ship Graveyard Simulator 2 - Warships DLC,5.99,2023-12-09,84.0,Mixed,"Indie,Simulation,Action,Adventure,Casual","Get ready for an unforgettable adventure in the world of ship demolition with Ship Graveyard Simulator 2: Warships DLC! Discover epic new warships, earn unique loot, hone your demolition skills, and become a legend in the demolition of warships.",2023-12-09,,,,,,,,,,
Ship of Fools,16.99,2022-11-22,3549.0,Very Positive,"Co-op,Roguelite,Multiplayer,Roguelike,Local Co-Op,Action,Action Roguelike,2D,Online Co-Op,Local Multiplayer,Cute,Colorful,Fantasy,Singleplayer,Naval Combat,Indie,Combat,Great Soundtrack,Naval,Tower Defense","Ship of Fools is a seafaring cooperative roguelite. Set sail, man the cannons and battle sea monsters through the tempestuous seas of the Archipelago. Are you fool enough to stop the Aquapocalypse?",2022-11-22,,,,,,,,,,
Ship of Fools - Deep Sea Duo,2.99,2023-05-09,31.0,Mostly Positive,"Action,Indie","Open the Great Lighthouse and face endgame challenges plus new quests, items encounters and more!",2023-05-09,,,,,,,,,,
Ship of Fools - Water Garden Duo,2.99,2023-11-06,12.0,Positive,"Action,Indie",New Fools have emerged from the ponds. The Water Garden duo is ready to join your crew.,2023-11-06,,,,,,,,,,
Ships At Sea,,,,,,,,23-05-2024,36845.0,24.99,797925.0,15.20780271151262,0.0,Indie,Misc Games,Misc Games,1266540.0
Shipwrecked 64,,,,,,,,01-01-2024,26225.0,7.99,202048.0,7.407742826442237,96.0,Indie,Cogware Games,"Squeaks D'Corgeh,Cogware Games",2160220.0
Shiro,5.1,2020-11-06,346.0,Very Positive,"Adventure,Action,Platformer,2D Platformer,Action-Adventure,Side Scroller,2D,Pixel Graphics,Anime,Indie,Colorful,Top-Down,Atmospheric,Fantasy,Hack and Slash,Singleplayer,Female Protagonist",Shiro is an adventure platformer in which you have to find your missing sister,2020-11-06,,,,,,,,,,
Shogo: Mobile Armor Division,9.99,2017-04-15,176.0,Mostly Positive,"Action,Adventure,Strategy,Mechs,FPS,First-Person,Anime,Sci-fi,Classic,Shooter,Gore","You will know the true power of giant robots!





Anime-influenced graphics and gameplay design

Fight on foot or pilot a giant mech in both open and urban environments

An interesting storyline with two possible endings

",2017-04-15,,,,,,,,,,
Shogun Showdown,,,,,,,,05-09-2024,103097.0,14.99,871956.0,14.709804691305951,97.0,Indie,"Goblinz Publishing,Gamera Games",Roboatino,2084000.0
Shootout on Cash Island,1.29,2018-01-19,334.0,Very Positive,"Indie,Action,Pixel Graphics,2D,Platformer,Retro,Side Scroller,Arcade,Shooter,Funny,Difficult",Bobby from Team HOT GUNS has a job to locate and secure the legendary Money Tree.,2018-01-19,,,,,,,,,,
Shop Legends,,,,,,,,03-02-2024,4881.0,0.0,145540.0,96.4889328536079,51.0,Indie,Cloudcade,Cloudcade,982300.0
Shortest Trip to Earth - The Old Enemies,1.76,2020-11-05,11.0,Positive,"Strategy,Action,Adventure,Indie,Simulation",The second DLC for Shortest Trip to Earth adds over 20 new enemy ships across 3 major new factions to the original game. Explore 10 additional planets with their own unique game-changing events and take command of a new playable ship - The Exception.,2020-11-05,,,,,,,,,,
Shotgun Farmers,5.49,2019-03-08,9059.0,Very Positive,"Multiplayer,Action,Shooter,FPS,Funny,First-Person,Team-Based,Colorful,Co-op,Online Co-Op,Arena Shooter,Character Customization,3D,Cartoony,Cartoon,Singleplayer,PvE,PvP,Indie,Stylized",Shotgun Farmers is an online multiplayer shooter where missed shots grow new guns! Fire your bullets into the ground to plant your ammo. The longer it grows the more ammo you will get!,2019-03-08,,,,,,,,,,
Shotgun King: The Final Checkmate,8.99,2022-05-12,4456.0,Very Positive,"Chess,Turn-Based Strategy,Strategy,Roguelike,Action Roguelike,Arcade,Tabletop,Pixel Graphics,Choices Matter,Atmospheric,Retro,Action,Shooter,Roguelite,Top-Down Shooter,2D,Stylized,Turn-Based Tactics,Cartoon,Top-Down","Chess, but you replace your entire army with a royal shotgun. A unique strategy roguelike based on the timeless checkboard classic.",2022-05-12,,,,,,,,,,
Shotgun Legend,0.9,2018-01-15,831.0,Very Positive,"Indie,Action,Pixel Graphics,RPG,2D,Retro,Top-Down,Local Co-Op,Singleplayer,Difficult,Action RPG","Eugene must battle aliens and the undead in search of a truck rim, as it seems to be his ticket home.",2018-01-15,,,,,,,,,,
Shoulders of Giants: Ultimate,8.19,2024-08-12,75.0,Very Positive,"Action,Action Roguelike,Roguelike,Online Co-Op,Roguelite,3D,Sci-fi,Space,Atmospheric,Combat,PvE,Co-op,RPG,Multiplayer,Singleplayer,Mechs,Robots,Procedural Generation,Looter Shooter,Third-Person Shooter","Simultaneously control a sword-wielding robot and a gunslinging space frog in Shoulders of Giants, an explosively colourful sci-fi roguelike. Play alone, with a friend, or as part of a four-person team, cutting through waves of enemies on a quest to rescue the galaxy from the forces of Entropy!",2024-08-12,12-08-2024,2653.0,19.99,43600.0,4.806888108585829,90.0,Indie,Moving Pieces Interactive,Moving Pieces Interactive,2283880.0
Shovel Knight Dig,8.49,2022-09-23,677.0,Mostly Positive,"Action Roguelike,Action-Adventure,2D,Roguelike,Cute,Action,Funny,Linear,Story Rich,Cartoony,Pixel Graphics,Colorful,Family Friendly,Adventure,Fantasy,Old School,Retro,Singleplayer,Combat,Indie","Meet new friends and foes, visit strange lands, and outfit yourself in your quest to keep the entire land from collapsing underfoot! Jump, slash, and dig your way down an ever-changing chasm of mystery in Shovel Knight Dig, an all-new Shovel Knight adventure!",2022-09-23,,,,,,,,,,
Shovel Knight Pocket Dungeon,8.19,2021-12-13,413.0,Very Positive,"Adventure,Action,Dungeon Crawler,Puzzle,Strategy,Multiplayer,Pixel Graphics,Singleplayer,PvE,Competitive,Indie,PvP,Local Multiplayer,2D,Roguelite,Multiple Endings,Grid-Based Movement,Difficult,Perma Death,Roguelike",Delve with Shovel Knight into the depths of the Pocket Dungeon in an action-packed puzzle adventure mashup like none other!,2021-12-13,,,,,,,,,,
Shovel Knight Showdown,5.49,2019-12-10,77.0,Very Positive,"Action,Indie,Adventure,Fighting,Pixel Graphics,Local Multiplayer","Enter a world of never-ending battle! Duel with up to 4 local challengers and scramble after gems, or take control of your favorite characters, many playable for the first time ever, in Story Mode. Master every move, explore a vast array of items and locales, and discover new revelations.",2019-12-10,,,,,,,,,,
Shovel Knight: King of Cards,5.49,2019-12-10,166.0,Very Positive,"Indie,Action,Adventure,Platformer,Pixel Graphics,Retro,Singleplayer,2D,Card Game,Great Soundtrack","Step into the gilded boots of King Knight in the biggest and most regal Shovel Knight game of them all! Leap, Shoulder Bash, gather new subjects, and strategize your way through this prequel in your quest to become King of Cards!",2019-12-10,,,,,,,,,,
Shovel Knight: Shovel of Hope,6.99,2019-12-10,763.0,Very Positive,"Indie,Adventure,Action,Platformer,Pixel Graphics,Retro,2D,Great Soundtrack,Co-op,Difficult,Singleplayer","Shovel Knight is a sweeping classic action-adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. If you love games with perfect platforming, beautiful art, infectious music, lovable bosses, humor and levity, and real heart… Shovel Knight is for you!",2019-12-10,,,,,,,,,,
Shovel Knight: Specter of Torment,9.99,2017-04-05,402.0,Very Positive,"Action,Indie,Adventure,Platformer,Pixel Graphics,2D,Retro,Singleplayer,Great Soundtrack,Side Scroller,Difficult,Metroidvania","Take control of Specter Knight, servant to the Enchantress, in a quest to recruit a cadre of knights and create the Order of No Quarter. Experience perfect platforming, world-class visuals, impeccable stage design, incredible music, and even meet a friend or two in Shovel Knight: Specter of Torment!",2017-04-05,,,,,,,,,,
Shovel Knight: Treasure Trove,12.99,2014-06-26,13178.0,Overwhelmingly Positive,"Platformer,Pixel Graphics,Retro,Great Soundtrack,Indie,2D,Adventure,Action,Singleplayer,Difficult,Side Scroller,Kickstarter,Fantasy,Old School,Medieval,Funny,Comedy,Arcade,RPG,Metroidvania","Shovel Knight: Treasure Trove is the complete Shovel Knight collection, containing all 5 games in the epic saga! Dig, blast, slash, and bash your way through a fantastical, 8-bit inspired world of pixel-perfect platforming, memorable characters, and world-class action-adventure gameplay.",2014-06-26,,,,,,,,,,
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,0.9,2015-09-02,7137.0,Overwhelmingly Positive,"Family Friendly,Arcade,2D,Funny,Story Rich,Controller,Action,Casual,Surreal,Simulation,Pixel Graphics,Realistic,Score Attack,Comedy,Memes,Singleplayer,Indie,Nudity,Mystery,Puzzle","

""Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad?"" is a fast paced shower-simulation where you shower with your 8-bit dad.



It's good, clean fun!",2015-09-02,,,,,,,,,,
Shred! 2 - ft Sam Pilgrim,5.49,2018-12-24,189.0,Very Positive,"Racing,Indie,Action,Sports,Bikes,BMX","Ride as Mountain Bike legend Sam Pilgrim, and use the advanced trick system to bust out insane combos in over 40 hand crafted levels.



Created out of passion for the sport by a solo developer, Shred! 2 is the most authentic MTB gaming experience available!",2018-12-24,,,,,,,,,,
Shredders,10.49,2022-03-17,2268.0,Overwhelmingly Positive,"Sports,Snowboarding,Multiplayer,Character Customization,Simulation,3D,Open World,Realistic,Controller,Singleplayer,Online Co-Op,Arcade,Co-op,Action","Break into the snowboarding event of the year in the hope of scoring a wildcard entry to an exclusive invitational. To prove you’re up to the challenge, master the art of park riding, buttering, rails and massive kickers and earn your place in the world of snowboarding.",2022-03-17,,,,,,,,,,
Shrot,5.49,2024-06-20,57.0,Very Positive,"Strategy,Action,Action RTS,RTS,2D,Retro,Top-Down,Building,Futuristic,Tanks,Mining,War,Military,Tactical,Old School,Jet,Crafting,Sci-fi,Agriculture,Combat","Shrot is a bite-sized old-school action RTS set on a sandy planet with horses, tractors and techno music.",2024-06-20,,,,,,,,,,
Shut Up and Dance: Special Edition,,,,,,,,30-05-2024,17701.0,17.99,273599.0,4.888716221882648,90.0,Indie,Boring Games,Boring Games,2218930.0
SiN: Gold,5.49,2020-03-18,286.0,Mostly Positive,"Action,FPS,Cult Classic,Shooter,First-Person,Violent,Multiplayer,Singleplayer,Horror,Boomer Shooter,1990's,Classic,Cyberpunk,Retro,Gore,Great Soundtrack",SiN: Gold has returned! Free update for original owners!,2020-03-18,,,,,,,,,,
SiNiSistar Lite Version,2.99,2021-11-30,469.0,Very Positive,"Action,Adventure,2D Platformer,Action-Adventure,Beat 'em up,Metroidvania,Souls-like,Anime,2D,Side Scroller,Exploration,Pixel Graphics,Zombies,Dark,Dark Fantasy,Horror,Fantasy,Demons,Psychological Horror,Surreal","A simple 2D action game centered on themes of masochistic tendencies, yearning for death, as well as despair at being attacked by terrifying beings.",2021-11-30,,,,,,,,,,
Sid Meier's Alpha Centauri™ Planetary Pack,,,,,,,,07-03-2024,18231.0,4.99,36165.0,15.234579989068529,95.0,AAA,Electronic Arts,Firaxis Games,2204130.0
Sid Meier's Pirates!,7.99,2005-07-11,5320.0,Very Positive,"Pirates,Open World,RPG,Singleplayer,Adventure,Naval,Sailing,Sandbox,Historical,Strategy,Classic,Economy,Remake,Exploration,Action,Trading,Naval Combat,Choose Your Own Adventure,Atmospheric,Fighting","Sail the Caribbean, marauding all on the high seas or ally your ship and crew as a privateer in search of riches - the life you choose is up to you. Face dogged enemies, raid unsuspecting villages, woo fair maidens, avoid capture or dig for buried treasure. Discover what it takes to become one of the most famous pirates in history!",2005-07-11,,,,,,,,,,
